DOEID,REGIONC,DIVISION,REPORTABLE_DOMAIN,HDD65,CDD65,TOTSQFT,Y1_BTUEL,DOLLAREL,Y2_BTUNG,DOLLARNG,HDD50,CDD80,WSF,OA_LAT
596,2,4,12,4309,1487,2290,50426,1122,88970,1107,1708,145,.46,5
597,3,5,15,3085,1699,1359,18520,619,57913,563,866,67,.47,8
598,2,3,6,6107,727,1680,16272,645,124435,891,2897,0,.56,3
600,1,2,5,5482,672,3502,40268,1589,112443,1681,2569,0,.51,2
601,2,4,10,7104,608,2244,25419,751,94813,813,3737,0,.49,1
602,4,10,26,965,1947,1043,15323,590,5023,47,26,196,.39,0
604,1,1,2,6265,547,444,21151,1033,29110,421,2926,9,.55,3
607,2,3,9,7252,430,3082,17831,700,53710,631,3904,18,.66,2
609,4,8,22,5508,698,1843,22503,705,59143,543,2331,19,.57,0
611,4,10,26,2533,1828,1600,26829,685,67650,619,383,131,.46,0
613,2,3,6,6042,743,1864,13744,553,150163,1054,3006,24,.56,3
614,1,1,1,5514,633,9328,9356,456,175788,2926,2405,5,.55,4
615,1,1,2,6038,466,2980,2979,187,29008,603,2606,13,.59,3
616,1,2,4,5217,928,3643,14477,776,61910,937,2075,7,.5,4
617,4,8,23,7285,339,2016,38695,1024,97990,797,3803,0,.68,0
618,2,4,10,6582,530,3238,29091,851,90405,867,3317,1,.54,3
619,3,7,21,605,4472,1213,23137,840,21423,352,15,880,.48,21
621,4,10,27,4686,318,2753,30398,856,132738,1738,1374,27,.5,0
622,2,4,10,9075,234,787,4589,289,69495,610,5103,0,.58,0
623,4,10,26,2009,2466,4308,94345,2217,101475,770,211,438,.44,0
625,4,10,26,1153,1181,1038,16924,731,31570,291,42,79,.39,1
626,1,2,4,5521,712,2744,29070,1490,78823,1194,2392,28,.44,3
628,3,7,20,4221,1225,4092,20421,555,164923,1445,1495,60,.46,5
630,1,2,3,6652,424,800,9229,464,74825,1092,2674,2,.49,3
634,1,1,1,5405,698,1411,30715,1800,60065,964,2204,25,.59,4
636,4,10,26,1196,811,1930,13819,536,84255,1014,0,44,.4,1
637,4,10,26,818,1735,1463,12293,446,2973,83,0,33,.34,1
638,4,10,26,1326,1959,627,15415,396,47048,432,84,142,.42,0
639,2,3,8,6693,404,3150,24815,848,95735,1008,3198,11,.55,2
640,1,2,3,4755,908,1308,10782,896,239953,3630,1860,12,.58,4
642,2,4,10,8418,376,2016,54401,1601,88663,778,4955,0,.56,1
643,2,4,12,4774,1161,569,21229,580,42538,736,2126,82,.47,5
647,4,10,26,2875,970,1414,28384,742,52583,382,372,24,.52,0
648,4,10,27,5069,340,1296,31749,651,2563,36,1523,0,.56,0
651,3,5,16,3318,1755,3570,80690,2045,114800,1426,1327,4,.42,5
652,2,3,6,7080,423,3235,14269,592,118695,1182,3579,0,.59,2
653,4,8,23,5590,832,2401,40896,1175,85588,751,2732,35,.55,0
654,4,10,26,1131,1582,1260,7121,187,16503,148,0,47,.41,1
655,1,1,2,5706,578,2016,19725,1131,207768,2854,2417,0,.61,3
657,2,4,11,5050,1115,2530,45850,1309,58220,699,2234,91,.56,3
659,4,10,26,1148,2030,1890,26436,723,30648,236,76,150,.41,0
662,2,4,10,6788,519,3132,36880,1318,60065,667,3412,15,.56,3
663,1,2,3,4792,866,726,10376,829,18143,265,1875,7,.62,5
664,1,2,3,7341,362,927,4050,310,72263,877,3308,0,.61,2
665,2,3,7,5506,707,2382,33564,1102,64473,680,2496,0,.54,2
666,4,8,22,5322,741,4551,51432,1488,85178,717,2352,0,.59,0
667,2,3,7,5654,634,4859,34246,1252,97683,1012,2707,14,.61,3
668,4,10,26,1606,465,1516,11939,322,29520,227,21,0,.42,1
670,2,4,10,8316,486,3717,23492,841,33211,353,4918,9,.57,1
671,3,5,13,4813,883,2460,36717,1240,61295,820,1952,8,.47,5
673,2,4,11,5371,1013,420,11816,408,32903,487,2259,38,.56,5
675,4,10,26,1417,1247,527,18237,472,6765,108,39,142,.41,1
676,2,3,7,5830,589,800,42653,1329,34030,418,2624,0,.61,2
678,4,10,26,760,1492,1610,26968,920,35158,274,15,35,.4,0
679,4,10,26,2442,684,1012,11768,400,18758,184,227,17,.53,0
680,3,7,21,2453,2487,2745,46069,1672,80770,940,653,440,.54,6
681,3,7,21,1094,3468,2840,88395,3831,39565,542,144,647,.4,15
682,2,3,7,5793,686,1488,10628,391,143500,1485,2696,29,.6,1
684,2,4,11,5186,1064,3502,25273,894,62628,730,2336,28,.55,4
685,2,4,11,6172,723,3440,58011,1562,34543,467,2987,4,.54,4
687,4,10,26,1303,1175,2618,13454,539,24498,257,37,0,.39,2
691,4,8,22,5262,811,1925,15255,447,82923,756,2328,0,.6,0
692,1,2,3,5238,637,3777,14170,425,35978,817,2175,0,.56,5
694,3,5,15,3100,1690,4452,50491,1552,120028,1070,854,104,.48,7
695,3,5,17,611,3503,3993,101224,3628,35158,698,23,311,.37,21
698,4,10,26,1325,2031,735,8165,228,21935,202,103,131,.42,0
699,1,1,2,5608,604,1102,9189,503,92250,1348,2439,26,.71,3
700,4,10,26,2183,1594,2960,31070,1030,37310,426,258,68,.5,0
701,1,2,3,4851,1023,2877,33833,2049,234623,3642,1756,64,.54,4
702,4,10,26,2392,1019,2435,30340,1529,38950,382,201,36,.51,0
703,3,7,21,1530,3331,1050,40593,1052,15273,215,196,726,.44,9
704,2,4,10,7229,603,754,11294,434,58323,512,3738,10,.51,0
705,3,5,17,150,4405,396,26699,979,9020,285,40,427,.41,28
708,2,4,10,6168,880,1872,25334,743,66215,633,3199,22,.58,3
709,4,10,26,2899,1483,552,15026,369,14760,117,341,134,.51,0
710,4,10,26,2267,2390,3194,28896,743,81078,742,283,333,.46,1
711,3,5,16,3776,1332,1104,50617,1482,64883,863,1370,44,.45,6
715,2,3,8,6704,398,784,30398,1034,65190,823,3211,0,.56,2
717,4,10,26,1308,540,1284,24123,1042,59655,549,0,0,.41,3
719,2,4,10,7787,438,1850,34185,814,56683,631,4149,32,.58,2
720,4,10,26,2471,1736,1290,23188,749,38950,379,374,183,.5,0
721,4,8,22,5609,732,4244,27995,841,117260,944,2524,12,.58,1
722,1,1,2,6727,376,742,24082,1096,56170,883,3388,0,.5,2
724,2,4,11,6888,533,3009,52442,1227,93173,849,3464,0,.65,0
727,4,10,26,1392,1272,663,10929,472,18245,168,72,169,.39,0
729,1,1,2,5973,583,1219,6978,453,53095,770,2815,20,.71,3
731,4,10,26,1353,964,2040,7964,344,24600,254,42,59,.43,4
733,4,10,27,10287,0,885,7697,422,38950,477,6078,0,.74,0
737,4,10,26,2289,274,1363,18589,803,29520,252,107,0,.54,0
740,2,3,6,4241,1346,3360,34877,1159,58015,503,1866,68,.47,6
742,2,3,8,6551,433,1770,37225,1239,103730,1089,3113,30,.53,2
743,2,4,10,7546,661,1039,12396,458,63243,555,4281,23,.63,1
744,3,5,17,599,3596,6700,100176,4423,3280,65,0,434,.38,19
749,1,2,4,5074,869,6908,65510,3542,170663,2495,2238,0,.48,5
751,1,2,3,4749,879,1114,29278,1705,7688,113,1980,9,.62,6
752,2,4,10,8339,482,1800,19762,717,59040,536,4602,1,.57,0
756,1,2,3,4733,1034,850,10308,518,9738,143,1884,2,.53,4
759,3,7,21,1133,3381,1989,57936,2635,64370,754,171,601,.38,15
760,4,8,22,5661,649,1462,14597,485,67548,603,2743,0,.59,0
762,2,3,9,8152,295,2085,7851,338,74210,778,3985,23,.58,1
763,2,4,12,5047,1056,3016,10475,321,59758,896,2145,29,.47,5
765,4,10,26,1373,1967,3642,34100,1618,72673,594,144,103,.44,0
768,2,4,10,6452,610,2367,15811,530,96043,832,3082,10,.7,0
769,2,4,12,4536,1127,854,17729,413,27675,298,1810,38,.53,5
770,2,4,10,9304,373,2113,43244,1039,67958,658,5691,0,.69,0
771,4,10,26,2604,1773,4158,25675,1170,66318,610,127,88,.42,0
774,4,10,26,1290,2007,4743,49870,2443,45510,457,53,170,.44,1
775,2,3,6,4926,1206,493,9045,378,35670,312,2147,29,.44,6
777,3,7,21,2262,2595,1224,53514,1942,40078,519,636,525,.49,6
778,4,8,22,5623,647,1872,27651,826,69905,607,2291,1,.59,0
781,3,5,16,3486,1575,1069,19773,605,51045,742,1062,38,.44,9
782,4,9,25,4176,1560,1382,27658,884,51968,472,1471,41,.53,1
783,4,10,26,2658,202,2243,11069,397,29008,313,50,0,.59,0
784,2,3,6,5797,716,1022,23874,917,5126,268,2993,17,.56,2
785,3,5,14,4665,1264,922,25457,1116,39463,504,1833,22,.44,5
787,3,5,13,4088,1310,1568,19878,708,38027,614,1570,31,.48,7
788,2,4,10,8137,545,472,7162,301,63345,555,4274,0,.64,1
791,3,5,16,2964,1727,1247,37645,932,42333,581,913,60,.43,8
792,4,10,26,856,1721,464,10106,359,33313,253,2,57,.37,1
793,1,2,3,6560,455,4716,36962,1519,107830,1282,3290,6,.55,3
794,2,3,7,6471,615,1255,26941,942,113160,693,3066,23,.56,3
795,3,7,21,2317,2512,1440,33141,1203,62320,775,567,516,.52,7
796,2,4,10,5833,735,1216,40896,1509,39463,492,2606,21,.56,5
797,4,10,26,2224,358,2240,17029,442,19270,166,72,0,.53,1
801,2,4,12,5045,1056,2200,46594,1072,44178,712,2151,23,.46,6
803,2,3,9,7664,365,2388,24986,874,59245,622,4165,35,.56,1
805,2,4,10,6936,555,2521,64381,2160,54633,524,3541,11,.56,3
807,4,10,26,1983,2499,2114,38539,1957,43153,458,234,442,.44,0
808,2,3,7,6066,614,2400,34690,918,62628,240,3048,27,.57,3
810,2,4,11,7095,476,1008,25184,652,110495,1164,3459,10,.66,0
811,4,10,26,1218,1208,2813,29807,1621,17425,195,0,28,.35,1
813,1,2,3,4616,1071,744,25047,1260,72365,1230,1875,18,.62,6
815,4,10,26,1295,1959,2561,9810,352,14863,179,80,188,.41,0
816,4,10,26,2433,2167,1584,16797,611,23165,239,378,285,.48,0
819,3,5,16,3217,1808,2940,54125,1384,89073,1076,1389,41,.44,6
820,2,4,11,5186,1066,1392,15603,703,63140,743,2300,62,.56,5
821,2,3,7,6211,606,4125,48167,1651,93275,1153,3060,4,.62,2
822,3,7,21,1254,3664,1860,66029,1747,10045,176,163,776,.45,8
823,4,8,22,6207,326,1744,12167,364,60680,510,2769,0,.62,0
824,1,1,2,5737,570,643,11393,556,64678,937,2400,26,.68,3
825,4,10,26,1201,1890,1392,42626,1842,59245,545,124,187,.4,0
827,3,5,17,1414,2794,1458,12795,617,8713,261,255,246,.42,22
829,3,7,21,4305,1230,559,8254,300,35363,386,1424,63,.67,0
831,3,5,14,4835,934,1346,6735,308,90815,1577,1984,0,.52,5
833,2,4,12,5052,1095,4655,61099,1421,87330,944,2242,58,.59,6
834,2,3,7,6001,711,1017,11280,364,33210,567,2772,15,.54,4
835,3,6,19,3604,1570,649,37829,1071,53710,487,1237,78,.45,8
836,2,4,11,4893,1112,4773,35748,1036,35568,491,2016,87,.59,5
837,1,1,1,7256,355,466,13245,695,35465,531,3926,11,.49,2
838,1,2,5,5260,801,1540,39156,1813,194750,2418,2323,0,.49,5
840,1,2,3,6570,383,5244,23744,1026,113058,1472,3079,0,.63,2
841,1,2,4,4778,1025,5318,43854,2230,113263,1801,1869,15,.52,5
843,2,4,10,8069,447,2943,31128,874,107933,962,4597,7,.57,1
844,2,4,12,4967,1119,7758,77316,1638,283105,2941,1872,53,.48,6
845,2,3,7,6290,533,2374,46618,1573,116235,769,3167,0,.56,3
846,4,9,24,1828,2876,915,22591,727,31570,567,83,811,.47,0
849,4,8,23,5903,1097,722,11444,341,70418,680,2778,30,.54,0
851,2,4,11,5306,1040,2598,17514,578,74005,802,2245,14,.51,5
852,3,7,20,4241,1218,4788,61007,1414,99425,985,1483,23,.44,6
854,3,5,15,3611,1291,787,14562,533,22038,229,805,96,.38,7
855,2,3,7,6009,628,2472,44339,1147,104755,910,2820,30,.59,2
856,2,4,12,4208,1523,2349,35181,874,91840,1179,1729,118,.45,6
857,1,1,1,5951,645,881,8636,645,101373,1464,2397,0,.48,3
858,2,4,11,6203,705,4712,31025,941,85178,588,3166,44,.49,3
861,3,6,18,2750,2425,1783,46557,1183,111828,1353,932,213,.46,11
863,4,10,26,789,1724,1571,21680,1016,26650,275,0,51,.34,1
864,3,5,15,3153,1662,3744,26692,892,69393,724,863,74,.46,7
865,1,2,5,5124,840,1069,15453,455,61295,872,2264,10,.48,4
867,4,9,25,5101,692,2240,28248,1226,43972,614,1880,0,.57,0
869,4,8,23,7831,306,4032,78479,2054,2563,23,3865,18,.6,1
870,3,5,17,570,3717,600,23911,868,6253,122,76,460,.39,20
872,4,8,22,5930,483,1244,21161,666,44895,386,2643,16,.6,0
874,3,5,14,4038,1713,912,28651,1256,49918,637,1645,95,.52,6
876,3,5,15,3251,1508,3036,30333,1153,55760,825,982,44,.4,8
880,3,5,15,3145,1666,1976,36024,1268,67753,1106,860,53,.45,7
882,1,2,3,5003,846,2788,15102,1039,98605,1439,2137,49,.53,4
884,2,3,8,6674,392,1452,38545,1280,76260,828,3327,0,.55,2
887,2,4,11,5483,990,4627,61361,1740,140118,1525,2212,53,.52,5
888,4,10,26,2684,130,850,30892,1335,34440,330,144,6,.52,0
889,3,7,21,2222,2899,788,28337,1028,42025,459,410,526,.49,0
891,3,5,15,3076,1704,4290,64958,2132,83435,1224,740,25,.45,8
896,3,6,18,2847,2144,1600,59311,1445,26650,480,934,164,.46,11
898,4,10,26,2244,1552,1728,38317,1286,34235,358,216,90,.52,0
899,3,5,16,3785,1423,3040,77067,2042,57913,768,1114,43,.44,7
901,4,8,23,5918,749,2790,24481,680,72980,631,2939,10,.56,0
902,3,7,21,1262,3453,2704,35785,1732,66010,946,161,690,.4,17
903,2,4,12,4786,1165,2646,20325,534,33210,622,2029,23,.45,6
904,2,4,11,7079,479,2160,32172,849,111725,1211,3480,17,.66,0
905,1,1,2,6604,390,884,16524,921,49303,714,3065,0,.54,3
906,3,5,15,3165,1282,1120,26293,861,87433,857,767,34,.38,8
915,1,2,3,7066,321,3614,32066,1346,67753,907,3644,0,.53,2
919,4,10,26,1259,923,2262,16555,619,23473,246,16,0,.39,2
920,4,10,26,906,2025,926,8233,298,10763,99,55,186,.4,0
921,2,4,11,4896,1294,3853,53063,1513,132533,1421,2127,86,.52,6
922,4,10,26,758,1494,735,4463,123,15990,151,0,36,.42,0
923,4,10,26,1151,1131,1258,3818,173,20603,254,15,14,.41,2
924,4,10,26,1788,1675,3388,17033,602,76055,700,1485,10,.57,1
925,4,10,26,2467,1067,1116,16381,556,68060,775,304,10,.66,0
926,3,5,17,507,3878,624,16514,599,6253,122,0,462,.4,21
928,2,3,7,6269,595,2304,18155,671,56683,666,2996,21,.56,3
929,3,5,17,413,3679,3240,44462,1558,2563,50,12,343,.35,26
930,1,2,3,6841,381,1424,17865,899,84255,1230,2591,0,.5,3
931,1,2,3,6651,401,3286,32922,1185,80770,1170,3120,0,.56,1
932,3,5,15,2387,2055,960,58352,1796,32185,490,544,87,.38,11
935,4,10,27,5599,226,3174,51166,1376,151495,1887,1916,0,.54,1
936,4,9,24,1037,4399,3017,39576,1513,21833,428,54,1516,.46,1
937,4,10,26,2260,334,2399,9895,366,21628,227,98,12,.51,0
938,1,1,2,6135,521,762,23485,1147,54735,793,3420,6,.5,3
939,1,2,3,4684,1052,1734,32619,2187,7688,113,1902,29,.6,5
940,3,7,21,1183,3383,1960,69946,3178,35978,512,80,652,.41,18
941,2,3,9,7567,265,544,9789,379,6253,65,3837,0,.61,1
943,3,7,21,2378,2418,2180,46168,1675,67855,838,461,517,.5,8
945,2,4,10,5988,924,4140,24010,675,88048,779,3086,0,.59,3
947,2,3,9,7322,412,5043,15354,710,97478,1079,3804,3,.59,2
949,4,10,26,1231,617,966,12430,352,59143,475,2,0,.37,2
951,4,10,26,1123,648,3024,16879,679,21833,233,8,39,.4,0
952,2,4,12,4354,1479,2184,18810,482,68265,904,1767,73,.55,6
953,4,10,26,863,1372,506,15716,679,19578,180,17,14,.39,0
955,2,3,8,6501,445,2460,53190,1823,182553,1767,3193,15,.54,1
956,4,10,26,1210,1216,1650,19622,832,31160,315,24,3,.34,1
957,3,5,14,4124,1519,1510,34891,1650,72775,982,1497,77,.5,5
959,4,10,26,2244,1552,2760,47826,1167,41820,447,230,62,.49,0
960,1,2,3,5493,619,3200,18844,1191,54633,798,2116,19,.54,5
961,4,10,26,1220,1206,4325,38627,1669,34030,326,111,16,.39,3
962,1,2,3,4715,1040,446,2392,254,13838,202,1901,26,.53,5
963,2,3,7,5730,647,1662,34912,1092,177735,1821,2498,0,.54,3
965,2,3,9,7996,325,1280,75955,2395,46740,519,3966,27,.56,2
966,4,8,22,5696,708,6774,46802,1371,125358,1076,2390,33,.6,0
968,2,4,10,8266,495,3404,54329,1836,97375,820,4831,0,.58,0
969,1,2,3,6625,430,1659,29299,1474,111213,1780,2635,21,.49,3
970,2,4,10,7796,580,2802,23843,796,55658,525,4685,0,.59,0
972,4,10,26,895,1677,1452,24631,813,30033,295,55,134,.41,0
975,2,4,11,6848,538,2465,32080,1066,90610,1339,3370,21,.61,1
978,1,1,1,5729,688,2548,28514,1687,90200,1416,2713,22,.53,3
979,4,10,26,2280,2376,1472,19947,487,17220,142,288,396,.45,0
982,3,7,20,2882,1873,1620,45854,1621,59655,873,761,166,.43,11
983,4,10,26,840,1739,1600,8974,320,38130,359,27,85,.34,0
984,4,10,27,4912,405,2279,17507,572,52993,715,1482,17,.48,0
985,2,3,8,6683,438,3990,44376,1684,88765,976,3212,1,.57,1
986,4,8,22,5514,756,2128,17875,558,126075,992,2392,0,.6,0
989,4,8,22,5525,686,1251,17292,594,76875,647,2385,0,.59,0
990,4,10,26,1124,1210,1276,13778,492,15990,180,17,45,.39,4
991,4,10,26,2364,226,1316,23662,1022,56888,633,184,25,.53,0
992,3,5,15,3085,1761,3880,41418,1374,53095,367,840,73,.42,7
993,4,10,26,2572,1540,1105,14893,533,32390,349,394,98,.5,0
995,3,5,16,3835,1309,1044,35516,1040,37413,551,1362,46,.45,6
998,4,10,26,1080,1636,3479,28152,942,66420,496,5,93,.42,0
999,4,10,27,4984,158,1346,42200,1200,107420,1463,1317,10,.61,1
1000,4,8,23,7282,340,816,15037,397,94710,780,3663,0,.72,0
1004,3,7,20,1413,2923,815,25641,649,7790,99,155,379,.42,18
1005,2,4,10,8091,527,4438,30909,1000,83948,780,4807,1,.58,1
1006,4,10,26,2475,660,512,7906,281,10763,99,135,0,.47,0
1010,2,4,12,4195,1528,1820,22086,611,110495,1383,1678,106,.45,7
1012,2,3,8,6370,496,540,15610,571,117978,1400,3215,16,.6,2
1014,3,5,15,3213,1629,1200,37000,1207,77490,894,857,54,.46,7
1015,3,7,20,3824,1320,1323,18920,536,31878,410,1611,101,.46,6
1017,2,3,7,6133,624,4620,50849,1742,85793,943,3083,15,.61,2
1018,2,4,12,4674,1101,4440,19332,523,72160,993,2130,28,.5,5
1019,2,3,9,8085,308,3840,51364,1608,2563,26,4461,35,.5,2
1020,4,9,24,1115,3999,4162,81792,2572,13428,359,64,1439,.4,1
1021,2,3,6,6523,567,2826,33250,1154,116748,838,3082,16,.61,2
1022,2,4,11,6100,995,552,18630,465,6253,57,3147,21,.61,3
1023,3,7,21,1298,3382,7800,91114,4057,112135,1305,189,529,.36,14
1025,3,6,18,3878,1662,1240,16531,738,38438,477,1432,146,.45,8
1026,1,1,2,7018,311,2152,7319,387,79233,1145,3276,0,.48,2
1027,3,7,21,1522,3347,1322,71273,1827,73083,672,207,728,.44,8
1029,1,1,2,6484,447,2016,19326,928,88458,1326,2951,15,.48,3
1030,2,4,10,8344,90,2664,40490,1193,91533,804,3008,0,.69,1
1031,2,4,12,4234,1514,1299,14999,414,70520,844,1737,102,.45,7
1034,4,8,23,7403,315,1140,17067,451,76363,661,3606,0,.72,0
1035,2,4,10,7908,590,649,12290,486,69188,607,4369,7,.63,1
1037,2,4,10,7642,628,741,11563,459,71443,626,4142,57,.63,1
1038,2,4,11,5159,1084,5250,18933,586,45920,587,2264,52,.56,2
1040,2,4,11,5317,1029,840,58130,1634,41205,520,2218,40,.55,6
1041,1,2,3,4767,1026,894,17053,858,44793,654,1892,58,.57,5
1042,2,4,10,7833,605,1177,4367,229,60783,533,4310,0,.65,0
1043,4,10,26,1287,559,663,10785,429,20910,241,18,0,.38,2
1044,4,9,25,1887,3793,1109,19912,764,17835,282,278,1223,.54,0
1046,4,10,26,2786,1505,860,8588,295,7995,87,344,116,.45,0
1047,4,10,26,2674,707,1896,23741,1018,56683,613,255,5,.5,1
1049,3,7,21,2121,2798,1118,36846,1337,61808,675,400,521,.47,1
1050,1,2,3,4550,1092,1973,23035,1628,38745,813,1904,19,.54,5
1051,2,3,7,6617,436,2662,26402,1049,108548,1322,3077,28,.56,2
1052,4,10,26,2874,1496,4895,68346,2741,57298,646,408,108,.45,0
1054,4,10,27,11256,40,1687,29695,1355,126588,1314,7504,0,.61,0
1056,2,4,12,5526,852,7532,87211,2688,181528,1717,2286,7,.49,5
1057,2,4,11,5219,1065,4680,38648,1137,134685,1486,2228,48,.52,5
1058,1,2,3,4733,884,1414,18326,1390,61398,1084,1918,0,.6,4
1059,1,1,2,6628,398,1774,19165,931,79643,1168,3285,18,.5,3
1060,1,2,4,4564,938,1419,13597,650,56990,806,1913,32,.62,5
1061,1,1,2,6496,431,1454,11287,577,67548,979,2799,0,.52,3
1062,2,4,11,6820,535,1456,23215,626,111418,1133,3507,0,.65,0
1063,1,2,3,4821,888,1504,16924,851,113980,1663,1916,45,.58,5
1064,2,3,9,7964,188,2470,9844,380,110700,1103,3831,0,.59,0
1065,3,7,21,1277,3383,3500,40978,1487,38130,535,128,671,.41,17
1068,4,9,25,4058,463,3102,17145,603,25215,300,602,92,.54,0
1070,4,10,26,2234,1559,909,8161,241,8713,80,263,83,.5,1
1073,3,7,21,2351,2460,717,43493,1578,3588,39,460,651,.48,7
1074,2,4,10,7063,498,518,36092,830,131200,1071,3629,0,.63,3
1075,3,5,17,610,3570,2000,74092,2690,34850,719,0,424,.39,21
1076,1,2,5,5098,938,2975,19626,720,70520,1020,2225,43,.55,4
1078,3,7,21,1785,2653,5172,114043,3354,2563,27,287,288,.41,14
1079,1,2,4,4526,1071,2885,54684,2652,123513,1789,1746,51,.5,5
1080,3,5,15,2960,1707,2852,88238,2621,40693,484,808,42,.39,8
1082,3,5,13,3363,1675,1961,49215,1650,91840,1182,1108,43,.47,10
1083,2,3,8,6571,429,2470,27371,931,97580,1045,3178,0,.56,1
1087,2,4,12,4514,1424,5336,36679,861,73083,980,1824,79,.54,6
1091,2,4,10,8047,535,3498,23570,852,55043,518,4737,11,.57,1
1092,2,4,10,7880,483,2626,15889,593,78105,736,4312,0,.57,0
1093,2,3,7,6549,371,2841,33448,888,97785,1298,3066,0,.56,2
1096,1,2,4,4582,1001,677,18967,1016,51148,785,1877,0,.51,5
1100,3,5,15,2956,1709,1232,27180,786,39873,514,797,63,.4,8
1101,2,4,12,4339,1484,2436,32434,819,75235,1030,1771,79,.55,5
1102,3,6,18,5015,897,2640,2337,57,40078,468,1556,15,.43,5
1105,3,5,17,796,3369,2602,42544,1574,30135,700,52,320,.36,23
1106,1,1,2,6274,461,1980,14225,829,41923,692,2933,26,.52,2
1110,1,2,3,4794,865,318,14474,1090,5023,74,1851,29,.6,5
1111,2,4,12,5491,862,5824,56278,1635,107420,1171,2153,68,.49,5
1112,3,5,17,1991,2233,2006,98958,3798,44075,675,165,261,.42,20
1113,2,4,10,6605,578,2465,22164,862,85383,737,3336,31,.58,2
1115,3,5,16,3359,1634,1840,18138,457,65395,858,1100,30,.45,8
1119,2,4,12,4543,1289,4048,71103,1501,79130,973,1831,77,.53,6
1121,2,3,6,5954,764,1017,9932,421,112238,858,2888,29,.58,3
1122,4,10,26,1185,822,1516,22656,1054,42948,457,12,60,.39,0
1124,2,3,6,5890,742,1680,18780,643,82308,858,2807,29,.56,5
1125,2,4,10,5885,745,3837,107382,2149,24908,274,3315,0,.56,3
1127,1,1,2,6596,482,6420,25931,1248,268345,3482,3251,0,.5,2
1128,3,6,18,1897,2527,943,34898,1408,23678,329,343,218,.36,15
1129,3,5,17,101,4942,597,20629,773,6253,122,0,662,.41,30
1130,3,7,21,2681,2344,1760,28064,1018,58835,721,818,359,.56,1
1132,1,2,3,4727,915,2668,30200,1928,102603,1865,1905,0,.55,5
1133,2,3,8,6714,440,5201,27470,1047,149958,1611,3332,0,.56,2
1134,2,3,7,6311,461,5100,19503,695,131200,1490,3101,14,.59,1
1135,4,10,26,2980,619,693,16879,624,17323,159,183,0,.54,0
1137,4,10,26,2798,149,1088,57178,1565,39565,322,186,0,.53,0
1142,2,3,9,7733,404,487,3968,169,50635,531,4131,6,.59,1
1143,3,7,21,2025,2869,626,19346,702,7790,85,473,570,.53,7
1145,1,1,2,6263,462,3777,81932,3043,115313,1642,2799,21,.56,2
1147,4,10,26,2836,129,1450,12897,437,78310,893,182,0,.53,0
1152,4,10,26,2503,1361,2852,37286,1233,41615,449,295,74,.51,0
1154,3,5,15,3541,1318,2068,63190,1898,105063,1648,1028,25,.4,6
1155,3,7,21,2185,2588,740,23072,771,12095,132,494,553,.5,6
1156,4,10,27,6897,606,2194,38723,868,56683,654,3029,0,.57,0
1160,3,5,14,4013,1561,1748,86515,3907,22550,378,1483,76,.49,5
1161,4,10,27,5883,104,1568,48461,1070,86613,1106,1964,10,.56,1
1162,1,2,3,4802,892,2144,27675,1764,124640,2140,1995,0,.57,5
1163,2,4,12,4886,1022,3699,52746,1171,66728,820,2105,36,.43,6
1164,4,8,22,5499,693,1139,12894,446,29110,338,2360,17,.58,0
1165,2,3,6,6437,534,4315,54688,1852,116953,1076,3108,4,.56,3
1166,2,4,10,8278,352,2610,62122,1793,71853,630,4648,0,.51,1
1167,4,10,26,1602,1834,1911,23925,877,33620,277,134,127,.44,0
1168,2,4,12,5008,1068,4228,32929,814,62526,932,1831,53,.47,7
1169,1,2,3,5232,696,3360,2702,245,128125,1870,2165,0,.5,4
1170,3,7,21,1213,3566,1530,23672,1141,14863,293,167,698,.44,17
1174,3,5,15,3196,1651,10636,114592,3629,86920,1469,777,43,.45,8
1177,3,6,19,3699,1447,1760,47072,1326,62730,456,1283,13,.45,8
1179,2,3,6,6795,488,5434,71707,2345,187780,1249,3356,0,.56,3
1180,1,2,5,5494,697,1855,41541,1587,81693,1019,2587,41,.47,2
1181,3,5,14,5577,731,4069,31271,956,77285,988,2473,32,.47,3
1182,2,4,12,4447,1467,5472,37365,1314,70725,959,1890,93,.42,8
1183,3,7,21,1259,3653,834,25382,696,24600,290,167,820,.46,7
1184,4,9,24,1011,3898,1152,37143,1352,29315,581,55,1050,.43,1
1186,3,5,17,2034,2185,4397,107942,3622,25317,425,361,100,.43,19
1187,2,3,9,6809,481,1632,11983,514,88458,939,3308,8,.6,1
1188,2,4,12,4878,1107,2950,35331,781,57913,818,2195,3,.47,6
1189,4,9,25,2120,3603,2160,42200,1595,31468,443,407,965,.56,0
1190,2,4,12,4952,1002,3984,24880,654,57708,803,2110,36,.46,6
